Classification,AllocationType,Description,ExpenseTypeCode,FormID,HasAttendees,HasExceptions,HasImage,HasVAT,ID,ExpenseTypeName,IsBillable,IsImageRequired,IsPersonal,IsPersonalCardCharge,LocationID,LocationName,PaymentTypeID,PaymentTypeName,PostedAmount,ReceiptReceived,ReportID,ReportOwnerID,SpendCategoryCode,SpendCategoryName,TaxReceiptType,TransactionAmount,TransactionCurrencyCode,TransactionDate,Vendor,ExchangeRate,ApprovedAmount
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2Hpsp4ItnNntBNf4nSbL$sFmjcYA,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,880AE7262DB545BBAEB1,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,Gift Card Purchase,MILEG,gWnhNrzltcRDRtejBO$pEDEWf2CQUjLaA6cA,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt3aZoqp8BwK6CUqaNutdGSavAvlg,Personal Car Mileage,FALSE,FALSE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,138.2,FALSE,1BA5F7714D9045939251,Michelles_test@anybizbu.com,PRCRM,Personal Car - Mileage Reimbursement,N,138.2,USD,10/27/11,n/a,1,138.2
ApprovedAmount,N,test,ENTOT,gWnhNrzltcRDQG6PsapwBaxmWXlUvFoCnow,TRUE,FALSE,FALSE,FALSE,gWk7Lzqt1HZsuAT4UCHRsC4zitC4dZdJJbg,Entertainment-Other,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,120,FALSE,2B4486BDBCB34B1D90CE,WSAdmin-RDC@anybizbu.com,ENTER,Entertainment,N,120,USD,04/12/14,n/a,1,120
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt1a5cp$p5dGmQfuPczGskvyHfvylQ,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,94BC063934CD4FFDB427,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
HasComments,F,Client visit,AIRFR,gWnhNrzltdRegjDjFAEpp5tdolZ9GnCMcxQ,FALSE,FALSE,FALSE,TRUE,gWk7Lzqt3Gp1djHyoDmU6ePkDtBQBgzAbZg,Airfare,FALSE,TRUE,FALSE,FALSE,gWtbwiGzLsHJQ0nh5OM$sSl1yX8wOKF5eUag,"London, UNITED KINGDOM",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,405,FALSE,F5A9211806C04C21B122,jimw_test@anybizbu.com,AIRFR,Airfare,R,405,GBP,12/09/11,British Airways,1,405
HasComments,N,Gift Card Purchase,BUSML,gWnhNrzltdBLfgkU$phmBuwlsL3Kq$sxcBIdQ,TRUE,TRUE,FALSE,FALSE,gWk7Lzqt1HZ0sEUepxKN1$sjHR$sqaf0N$sakw,Business Meal (attendees),FALSE,FALSE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,200,FALSE,6CC8D09882E944D79C87,RDC-traveler@anybizbu.com,MEALA,Meal - Count in Daily Meal Allowance,N,200,USD,05/11/14,n/a,1,200
HasComments,N,Gift Card Purchase,GIFTS,gWnhNrzltdBHUybbRSbn1HYpQb86GMAN0sw,FALSE,TRUE,FALSE,FALSE,gWk7Lzqt3bOpdsxIgxvad6noOZP5AAqEhTQ,Gifts,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,60,FALSE,63A41CC4396742DB8467,toddp_test@anybizbu.com,GOODW,Goodwill,N,60,USD,11/16/11,n/a,1,60
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt1a$s8s57E11TtB71PWOnAJ86Q8zw,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,C4994222982D4C8AB03D,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
HasComments,N,Gift Card Purchase,MISCL,gWnhNrzltdBTeouH1uQBxvWSYa9IoPaw9$pA,FALSE,TRUE,TRUE,FALSE,gWk7Lzqt2aZwmbTdK8Q$pzwbgSiRnET96G1w,Miscellaneous,FALSE,FALSE,FALSE,FALSE,gWtbwiGzAsQYm7c7gZGUrlVf$pkcVyWtV0kA,"Seattle, Washington",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,10,FALSE,E2EB462D52CD43BFA124,chrish@anybiz.com,OTHER,Other,N,10,USD,09/05/12,Tango Card,1,10
HasComments,N,Gift Card Purchase,UNDEF,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,TRUE,FALSE,FALSE,gWk7Lzqt3ausuYhlDNW4SLNkDrprmPYgdtA,Undefined,FALSE,TRUE,FALSE,FALSE,gWtbwiGzOxwAiUozyekDLazcmDe6EXTRFFg,"Federal Way, Washington",gWsxpR2vDTTegApXXBEl7olEluYIE,Corporate Card IBCP,68.23,FALSE,FFB72ABD7F9D4AC2AB05,hart_l@anybizbu.com,OTHER,Other,N,68.23,USD,11/23/11,Office Warehouse,1,68.23
ApprovedAmount,N,Callout6,TOLLS,gWnhNrzltdRjW3DY87AgmBEMtHThc$p$sLnDg,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt2Y58pR8GjbEVuNYToHpKJg6ciKQ,Tolls,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,567,FALSE,B46EF1D6C75D48239B8F,astauffer@anybizbu.com,GRTRN,Ground Transportation,N,567,USD,02/05/13,Callout6,1,567
HasComments,N,Gift Card Purchase,BUSML,gWnhNrzltdBLfgkU$phmBuwlsL3Kq$sxcBIdQ,TRUE,TRUE,FALSE,FALSE,gWk7Lzqt0GpsrgYKNabR87v$s$pob9fsK$pFMw,Business Meal (attendees),FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,60,FALSE,BD025D1724754FD59968,csawyer@anybizbu.com,MEALA,Meal - Count in Daily Meal Allowance,N,60,USD,04/20/16,n/a,1,60
HasComments,N,Business Travel,MILEG,gWnhNrzltcRDRtejBO$pEDEWf2CQUjLaA6cA,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt0apYmlS7QsWqWwCPuy2wxC7Yixg,Personal Car Mileage,FALSE,FALSE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,3.89,FALSE,72A13C3EC4F0472B81CA,ehansen@anybizbu.com,PRCRM,Personal Car - Mileage Reimbursement,N,3.89,USD,08/30/14,"5:40 PM trip to SF, CA, 7.2 mi - via Automatic",1,3.89
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2GZ0pONKDVxEnERtkjTuHBB$sKMA,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,9F55C815E1374983A60E,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2HegpHiRDtwU6pb1lr6HM7Kk$sxA,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,F6AEC9F9DF2F4D11BA91,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,Gift Card Purchase,POSTG,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt0Yupamjji4LnEN7hbxGwFdRjlPg,Postage,FALSE,FALSE,FALSE,FALSE,gWtbwiG3NsARTdg3$s9uboDWmcUs$sFqCt4wg,"Memphis, Tennessee",gWrQbNglpw$pQVSMJiMYJadw7fFTb3,Purchasing Card CBCP,77.95,FALSE,69205583DA16449BA128,HigherEd_Testuser@anybizbu.com,SHIPG,Shipping,N,77.95,USD,02/01/16,1800GOFEDEX   10010007,1,77.95
HasComments,N,Gift Card Purchase,UNDEF,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,TRUE,FALSE,FALSE,gWk7Lzqt2GJcvlQkoABJzY4thUpkgRtoa7w,Undefined,FALSE,FALSE,FALSE,FALSE,gWtbwiGzOwwEgfHJNvHFMYPbxw64lfKc$sNg,"Chicago, Illinois",gWrQbNQqsS$pg3EcuGaK6dpVebIAgN,Corporate Card CBCP,46.89,FALSE,40F6C308B5164861ADB5,alisonr@anybizbu.com,OTHER,Other,N,46.89,USD,02/09/13,Volare,1,46.89
ApprovedAmount,N,Web Service4,CSHAD,gWnhNrzltcRDeRkBpBpofpe$pVFzVmVUcF1A,FALSE,TRUE,FALSE,FALSE,gWk7Lzqt2Y58vJntMiytjKIGp7XKhGWRuwQ,Cash Advance,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,678,FALSE,07AAB4D7A6AC484085F5,astauffer@anybizbu.com,OTHER,Other,N,678,USD,02/05/13,Web Service4,1,678
HasComments,N,Gift Card Purchase,UNDEF,gWnhNrzltdBHWVyCL62Px6XaQwW6eRkJPFA,FALSE,TRUE,FALSE,FALSE,gWk7Lzqt3bO0oRqslsRAHdW5RlciXKO$pj1A,Undefined,FALSE,TRUE,FALSE,FALSE,gWtbwiGzMxAMv0exAoIUfp7rUL2bOM4mpxg,"Mexico City, MEXICO",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),3042.17,FALSE,C7A479E692FC43C9B752,j@anybizbu.com,OTHER,Other,N,223.09,USD,12/02/11,Aero Mexico,13.63651441,223.09
ApprovedAmount,N,Gift Card Purchase,ENTOT,gWnhNrzltcRDQG6PsapwBaxmWXlUvFoCnow,TRUE,FALSE,FALSE,FALSE,gWk7Lzqt1HepaCAi7cASeWb1l8CpCiuNFng,Entertainment-Other,FALSE,FALSE,FALSE,FALSE,gWtbwiGzAsQYm7c7gZGUrlVf$pkcVyWtV0kA,"Seattle, Washington",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,100,FALSE,3520128C73674B8CB301,ambers@anybizbu.com,ENTER,Entertainment,N,100,USD,10/01/14,n/a,1,100
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt1ap4r6herPLY9JAW7wL0o0hphKA,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,246FBB29E2B3491FAF21,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
HasComments,N,Gift Card Purchase,CARRT,gWnhNrzltdWKlyOwp$pW6GQKvIjfmz1HjRzg,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2Hp4ndPD2g3bMfOluEO5g90XiYA,Car Rental,FALSE,TRUE,FALSE,FALSE,gWtbwiGzAsHMk$s7qjLTi1NAcuISiDLr6MeA,"Salt Lake City, Utah",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),506.43,FALSE,671882FB3E6C4D789E9F,alisonr@anybizbu.com,CARRT,Car Rental,N,506.43,USD,06/06/13,Hertz,1,506.43
ApprovedAmount,N,Gift Card Purchase,OFCSP,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,TRUE,FALSE,FALSE,gWk7Lzqt1bO0u68vOooLKxssIEGmEFeUeqw,Office Supplies,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,750,FALSE,A79B6173A6AD4259BF53,lizr@anybizbu.com,OFFIC,Office,N,750,USD,03/10/14,n/a,1,750
HasComments,N,Gift Card Purchase,OFCSP,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,TRUE,FALSE,FALSE,gWk7Lzqt1buhec$s0rH01T9ja4UyFYkpVY1g,Office Supplies,FALSE,FALSE,FALSE,FALSE,gWtbwiGzAsHZXq$sPrZ7TWStaeg$sYK3wilwA,"San Jose, California",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),68.23,FALSE,AB2AE16C78664611B55F,garyw@anybizbu.com,OFFIC,Office,N,68.23,USD,09/19/13,Office Warehouse,1,68.23
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2HetcoSgDdOpJwyhnHqf3RJCzzg,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,58B0AFA4775741478A98,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,Gift Card Purchase,LODNG,gWnhNrzltdBmnxR0Gsi3WF7hQXV0BZ7FeWg,FALSE,TRUE,TRUE,FALSE,gWk7Lzqt1Y5gt$ppimpHygXqzZvpe$s$sNkHhA,Hotel,FALSE,FALSE,FALSE,FALSE,gWtbwiGzAsn0kGJ0VL9KHAurHWReB0rsytQ,"Tukwila, Washington",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),351.56,FALSE,C8D8D828156C41F6BEBD,ambers@anybizbu.com,LODGA,Lodging,N,351.56,USD,06/26/14,Hampton Inns,1,351.56
HasComments,N,Gift Card Purchase,MISCL,gWnhNrzltdBTeouH1uQBxvWSYa9IoPaw9$pA,FALSE,TRUE,TRUE,FALSE,gWk7Lzqt2ap1cgDq30wHqT5xtknqteE$s$s2Q,Miscellaneous,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,50,FALSE,4CBCFA5A811D4F66B6E6,chrish@anybiz.com,OTHER,Other,N,50,USD,07/11/12,Tango Card,1,50
ApprovedAmount,N,Gift Card Purchase,MILEG,gWnhNrzltcRDRtejBO$pEDEWf2CQUjLaA6cA,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt0bJwtA32Kdr$sh02O4gP8olu4IEA,Personal Car Mileage,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,188,FALSE,B30EDFA4AD0B4E7EBCF2,sriadmin@anybizbu.com,PRCRM,Personal Car - Mileage Reimbursement,N,188,USD,11/09/15,n/a,1,188
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt1ap0onb0veAe1KCfiyVlx$pt2zcQ,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,134.41,FALSE,3A9A1CDB726B4522B8F9,robe@nissan.com,TELEC,Telecom,N,134.41,USD,09/06/12,Sprint Nextel,1,134.41
ApprovedAmount,N,Gift Card Purchase,LODNG,gWnhNrzltdBmnxR0Gsi3WF7hQXV0BZ7FeWg,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt1begr7mUvbSossvqzBn5P$pX6MmA,Hotel,FALSE,FALSE,FALSE,FALSE,gWtbwiGzAsQAgApvo7QY7jRNNgg3AA1rQIg,"San Francisco, California",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),755.55,FALSE,39809D12BAB24795A4F8,garyw@anybizbu.com,LODGA,Lodging,N,755.55,USD,09/30/13,Marriott Hotels,1,755.55
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2HZ8q$pxDid0ss4gQq5D9nfwoY7g,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,7563745EDA6E42A38C59,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,"Wireless Expenses for (813) 417-5613,(813) 220-6761",1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2bZZaZSsj5B3BAp$pfNU7yVv$snMA,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,156.4,FALSE,7DA7D7EA09A346E89CD5,jacob@nissan.com,TELEC,Telecom,N,156.4,USD,01/13/13,Verizon Wireless,1,156.4
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt1a$ssp$pGPodeujhVVqcFDZpnGZwA,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,7F136DA4353E4E6F9903,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,Gift Card Purchase,POSTG,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt0aplZVzJuhy3IizrJrhtGilOqQQ,Postage,FALSE,FALSE,FALSE,FALSE,gWtbwiG3NsARTdg3$s9uboDWmcUs$sFqCt4wg,"Memphis, Tennessee",gWrQbNglpw$pQVSMJiMYJadw7fFTb3,Purchasing Card CBCP,77.95,FALSE,18FBCF7688334CBC8FD3,HigherEd_Testuser@anybizbu.com,SHIPG,Shipping,N,77.95,USD,01/01/15,1800GOFEDEX   10010007,1,77.95
HasComments,N,Wireless Expenses for (512) 921-6074,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt1auwqXC1Ehym8EKE$sNb9MlRLg0g,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,89.57,FALSE,3E0F4E23ED744E0C88FB,jug@trum.com,TELEC,Telecom,N,89.57,USD,05/24/13,AT&T Mobility,1,89.57
ApprovedAmount,N,Wireless Expenses for (415) 465-3044,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2HZss1B9IJCzIBoA2V$s$sjZ74blQ,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,411.9,FALSE,BEA7E25CE64D489F8D5D,hans@zip.com,TELEC,Telecom,N,411.9,USD,07/25/12,AT&T Mobility,1,411.9
HasComments,N,Wireless Expenses for (415) 465-3044,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2Hepb7fSQr$ss82jMR6hvoxe6xEQ,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,289.99,FALSE,E2D4912B84E94F0A8FCA,pias2@zip.com,TELEC,Telecom,N,289.99,USD,03/25/13,AT&T Mobility,1,289.99
ApprovedAmount,N,Wireless Expenses for (415) 465-3044,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2HZte45U55sY6hc7ssk3xD8IziQ,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,411.9,FALSE,42B796F8827B4AD9AC48,hans@zip.com,TELEC,Telecom,N,411.9,USD,07/25/12,AT&T Mobility,1,411.9
ApprovedAmount,N,Gift Card Purchase,OFCSP,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,TRUE,FALSE,TRUE,gWk7Lzqt0b5gmIL9lvOff12q3l$pLQJogiAQ,Office Supplies,FALSE,FALSE,FALSE,FALSE,gWtbwiGzLxAYjywKE0Cm3vuF5eXmZn1umEg,"Fiumicino, ITALY",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),76.92,FALSE,172C31A94DB54D64AB46,bernharduser@anybizbu.com,OFFIC,Office,N,68.23,EUR,05/18/15,Office Warehouse,1.12736333,68.23
HasComments,N,Gift Card Purchase,CARRT,gWnhNrzltdWKlyOwp$pW6GQKvIjfmz1HjRzg,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt0Gp9dA5EMWuNufcm5WW3RtibV8w,Car Rental,FALSE,TRUE,FALSE,FALSE,gWtbwiGzAsQYm7c7gZGUrlVf$pkcVyWtV0kA,"Seattle, Washington",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),535.08,FALSE,36F2A990778C404099DA,karenb@anybizbu.com,CARRT,Car Rental,N,535.08,USD,05/26/16,Hertz,1,535.08
HasComments,N,Wireless Expenses for (903) 413-1573,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2YugsWh6ASR8LD2$s2qtcqFxSsMw,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,135.97,FALSE,A6CA039C9AE04F65926D,tande@visagemobile.com,TELEC,Telecom,N,135.97,USD,01/15/13,AT&T Mobility,1,135.97
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2Gu1aGMsI8u4i$sshlKc6mzCSpdg,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,FC86517017454741856C,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
HasComments,N,Gift Card Purchase,MISCL,gWnhNrzltdBTeouH1uQBxvWSYa9IoPaw9$pA,FALSE,TRUE,TRUE,FALSE,gWk7Lzqt2au0ua5umIR1vfsj8dZLhLSAtJQ,Miscellaneous,FALSE,FALSE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,10,FALSE,9BE3D43980A749679048,chrish@anybiz.com,OTHER,Other,N,10,USD,08/10/12,Tango Card,1,10
HasComments,N,Gift Card Purchase,LODNG,gWnhNrzltdBSkqTLu8IKQ7dlANPAbjNT7fw,FALSE,TRUE,FALSE,FALSE,gWk7Lzqt3HpcpuDmrkB8baC3MssNWQxXUHg,Hotel,FALSE,TRUE,FALSE,FALSE,gWtbwiGzPwnEjirg1BzQja2lGDw$sSQuIfsQ,"New York, New York",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),10505.98,FALSE,3984BF331F5647C5A5EE,daphnen_test2@anybizbu.com,LODGA,Lodging,N,819.32,USD,03/06/12,Marriott Hotels,12.82280428,819.32
ApprovedAmount,N,Gift Card Purchase,BUSML,gWnhNrzltdBLfgkU$phmBuwlsL3Kq$sxcBIdQ,TRUE,FALSE,FALSE,FALSE,gWk7Lzqt1HZxb9IcRf5L2lJi9RRjKT5yL9w,Business Meal (attendees),FALSE,FALSE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,100,FALSE,7EEA854B0C664C1BBE92,RDC-traveler@anybizbu.com,MEALA,Meal - Count in Daily Meal Allowance,N,100,USD,05/08/14,n/a,1,100
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt1a5cnonTD9QHw8zqF$syu7XjxQ4g,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,E492F19D8E5B45C4BC1B,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,Gift Card Purchase,BRKFT,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt1bJso2LWmGxetbJXxAesocXkB$sQ,Breakfast,FALSE,FALSE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,15,FALSE,74E0BA58822E441BBB8D,jaapprover@anybizbu.com,MEALA,Meal - Count in Daily Meal Allowance,N,15,USD,01/07/14,n/a,1,15
HasComments,N,Gift Card Purchase,CELPH,gWnhNrzltdBbTC4Wl$pLWdAdDVe1oDcjGeNg,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt2apcndJKoefkuap3BunE9t8LdZg,Cellular Phone,FALSE,TRUE,FALSE,FALSE,gWtbwiGzAsQYm7c7gZGUrlVf$pkcVyWtV0kA,"Seattle, Washington",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,89,FALSE,FAE6C5A4AB654A1382DA,connorg@anybiz.com,TELEC,Telecom,N,89,USD,07/31/12,Nextel,1,89
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2Yp0nQynp2D36Z$sVV$s9GWHIjDTw,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,134.51,FALSE,8D3F1E898D234ED6A452,tande@visagemobile.com,TELEC,Telecom,N,134.51,USD,02/06/13,Sprint Nextel,1,134.51
ApprovedAmount,N,Wireless Expenses for (415) 465-3044,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2HZopBlWBXfe562eADfOkkIEi7Q,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,411.9,FALSE,58E352B9A22B4A7AA803,hans@zip.com,TELEC,Telecom,N,411.9,USD,07/25/12,AT&T Mobility,1,411.9
